customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
16855,Evelyn Srini,54,M,F,10/16/2022,Cliffside,British Columbia,Canada
16856,Erin Rivera,54,M,F,8/28/2022,Bremerton,Washington,United States
16857,Lawrence C Munoz,49,M,M,05-04-2022,Burien,Washington,United States
16858,Jan Lopez,55,M,F,12-07-2022,Everett,Washington,United States
16859,Jack E Kumar,49,S,M,10/17/2022,Puyallup,Washington,United States
16860,Haley M Rogers,55,M,F,03-12-2022,Beverly Hills,California,United States
16861,Luis Sharma,49,S,M,1/13/2023,Lakewood,California,United States
16862,Timothy A Nelson,54,M,M,1/13/2023,National City,California,United States
16863,Kaitlyn W Clark,56,M,F,03-05-2022,Beaverton,Oregon,United States
16864,Grace Ramirez,56,S,F,10/26/2022,Yakima,Washington,United States
16865,Jordyn Diaz,50,M,F,10/22/2022,Coronado,California,United States
16866,Alexandra G Parker,39,M,F,10/13/2022,Grossmont,California,United States
16867,Katelyn King,56,S,F,10-04-2022,Redwood City,California,United States
16868,Xavier A Jackson,51,M,M,10/16/2022,Spring Valley,California,United States
16869,Vanessa B Patterson,56,M,F,10-04-2022,Torrance,California,United States
16870,Andrea M Morgan,62,M,F,02-03-2022,Langley,British Columbia,Canada
16871,Anna A Clark,57,M,F,10-07-2022,Santa Monica,California,United States
16872,Samuel A Taylor,47,M,M,10/16/2022,Redwood City,California,United States
16873,Damien A Deng,82,M,M,7/23/2022,Calgary,Alberta,Canada
16874,Leslie E Munoz,82,S,F,5/16/2022,Concord,California,United States
16875,Samantha A Diaz,77,M,F,6/24/2022,Coronado,California,United States
16876,Jackson Sharma,81,M,M,4/24/2022,Langford,British Columbia,Canada
16877,Katelyn W Adams,75,S,F,2/15/2022,Ballard,Washington,United States
16878,Devin Young,80,S,M,2/23/2022,Corvallis,Oregon,United States
16879,Morgan D Taylor,81,S,F,2/26/2022,Milwaukie,Oregon,United States
16880,Edgar M Patel,69,M,M,10/24/2022,Chula Vista,California,United States
16881,Ruben A Alonso,81,M,M,10/28/2022,Colma,California,United States
16882,Robert G Young,57,S,M,10/25/2022,Milwaukie,Oregon,United States
16883,Tyler A Davis,56,S,M,01-05-2023,Lakewood,California,United States
16884,Richard J Miller,63,M,M,04-06-2022,Yakima,Washington,United States
16885,Garrett D Cook,52,M,M,3/16/2022,Salem,Oregon,United States
16886,Aidan Flores,63,M,M,02-04-2022,Portland,Oregon,United States
16887,Cody L Rivera,63,M,M,2/20/2022,Lemon Grove,California,United States
16888,Arianna A Hughes,63,S,F,02-08-2022,El Cajon,California,United States
16889,Daniel R Rodriguez,57,S,M,03-10-2022,Torrance,California,United States
16890,Timothy Reed,63,M,M,3/14/2022,Puyallup,Washington,United States
16891,Natalie Gonzales,63,M,F,11/27/2022,National City,California,United States
16892,Rebecca Evans,63,M,F,10/25/2022,Bellflower,California,United States
16893,Isaac M Howard,64,S,M,10/17/2022,Walla Walla,Washington,United States
16894,Abigail Walker,48,S,F,03-07-2022,Salem,Oregon,United States
16895,Chloe Gonzales,65,M,F,3/19/2022,Lemon Grove,California,United States
16896,Natalie Perez,65,M,F,3/16/2022,El Cajon,California,United States
16897,Lauren A Torres,59,S,F,03-01-2022,Los Angeles,California,United States
16898,Angel W Reed,60,M,M,3/26/2022,West Covina,California,United States
16899,Whitney C Sanchez,80,M,F,6/16/2022,Burien,Washington,United States
16900,Miguel R Jones,79,M,M,8/17/2022,San Diego,California,United States
16901,Ricky Munoz,80,M,M,9/25/2022,Concord,California,United States
16902,Shawn J She,79,S,M,5/23/2022,Burnaby,British Columbia,Canada
16903,Ian P Wright,79,S,M,11-12-2022,Santa Cruz,California,United States
16904,Arianna G Bailey,79,M,F,10-10-2022,Grossmont,California,United States
16905,Janet R Stewart,79,M,F,08-03-2022,Imperial Beach,California,United States
16906,Brittany Flores,79,M,F,08-10-2022,Oak Bay,British Columbia,Canada
16907,Sarah J Hall,78,S,F,10/25/2022,National City,California,United States
16908,Kristi C Patel,78,S,F,10-06-2022,Burien,Washington,United States
16909,Chloe M Walker,78,M,F,10/27/2022,Long Beach,California,United States
16910,Ryan J Diaz,78,M,M,2/13/2022,Cliffside,British Columbia,Canada
16911,Caleb Patterson,77,M,M,09-11-2022,Everett,Washington,United States
16912,Dalton A Patterson,77,M,M,11/26/2022,Olympia,Washington,United States
16913,Marcus Flores,76,S,M,8/23/2022,Salem,Oregon,United States
16915,Mason Phillips,43,M,M,11/28/2022,Walla Walla,Washington,United States
16916,Cheryl M Dominguez,49,S,F,11/13/2022,Bluffton,South Carolina,United States
16917,Brett B Subram,49,M,M,12-09-2022,Beverly Hills,California,United States
16918,Alexandria L Cox,38,S,F,1/16/2023,Tacoma,Washington,United States
16919,Kaitlin Sullivan,73,M,F,4/18/2022,Rhodes,New South Wales,Australia
16920,Eduardo Stewart,38,M,M,3/24/2022,Torrance,California,United States
16921,Edwin Jai,38,M,M,5/13/2022,Calgary,Alberta,Canada
16922,Emma F Jackson,39,S,F,1/22/2023,Bellingham,Washington,United States
16923,Connor M Gonzales,39,S,M,12-06-2022,Kirkland,Washington,United States
16924,Julia A Price,39,S,F,4/21/2022,Concord,California,United States
16925,Spencer W Patterson,39,S,M,04-09-2022,Daly City,California,United States
16926,Rodney Sanz,72,M,M,5/13/2022,Hawthorne,Queensland,Australia
16927,Rebekah A Gonzalez,72,M,F,2/17/2022,St. Leonards,New South Wales,Australia
16928,Bryan M Stewart,60,S,M,2/17/2020,Goulburn,New South Wales,Australia
16929,Savannah E Scott,71,M,F,2/14/2020,Hobart,Tasmania,Australia
16930,Kristen Zhao,70,S,F,04-02-2022,Newcastle,New South Wales,Australia
16931,Dalton J Lee,70,S,M,2/18/2020,Brisbane,Queensland,Australia
16932,Adam M King,55,M,M,6/29/2022,Billericay,England,United Kingdom
16933,Donald B Arun,49,S,M,9/20/2022,Billericay,England,United Kingdom
16934,Michele Vazquez,49,S,F,9/25/2022,London,England,United Kingdom
16935,Bruce R Perez,55,S,M,07-09-2022,Maidenhead,England,United Kingdom
16936,Alice J. Serventi,81,M,F,2/18/2022,Paris La Defense,Hauts de Seine,France
16937,Craig Rubio,49,M,M,12/16/2021,Croix,Nord,France
16938,Abigail M Williams,59,S,F,05-11-2021,Newcastle upon Tyne,England,United Kingdom
16939,Bailey Evans,54,M,F,8/22/2022,Erlangen,Bayern,Germany
16940,Jenny J Zeng,54,S,F,08-12-2021,Paderborn,Nordrhein-Westfalen,Germany
16941,Amy Yang,50,M,F,12-07-2022,Sulzbach Taunus,Saarland,Germany
16942,Kaitlyn L Bennett,63,M,F,01-01-2021,Bobigny,Seine Saint Denis,France
16943,Veronica R Garcia,73,M,F,07-02-2022,Darmstadt,Hessen,Germany
16944,Alejandro E Raji,79,S,M,08-01-2021,Paderborn,Nordrhein-Westfalen,Germany
16945,Brianna C Kelly,79,S,F,5/27/2021,Gateshead,England,United Kingdom
16946,Teresa L Diaz,79,M,F,06-01-2021,York,England,United Kingdom
16947,Savannah K Stewart,42,M,F,4/16/2022,Santa Cruz,California,United States
16948,Emma Lee,41,M,F,04-04-2022,Shawnee,British Columbia,Canada
16949,Luis Flores,42,M,M,4/20/2022,Lemon Grove,California,United States
16950,Connor Edwards,46,M,M,4/30/2022,Metchosin,British Columbia,Canada
16951,Cassidy A Bennett,47,M,F,04-03-2022,Everett,Washington,United States
16952,Thomas A Martin,41,M,M,5/29/2022,Newton,British Columbia,Canada
16953,Paige Ward,47,M,F,02-02-2022,El Cajon,California,United States
16954,Fernando Davis,47,S,M,01-12-2023,Bellingham,Washington,United States
16955,Nathaniel Bradley,48,M,M,6/28/2022,Metchosin,British Columbia,Canada
16956,Austin J Flores,43,M,M,04-11-2022,Yakima,Washington,United States
16957,Seth E Wilson,47,M,M,12/21/2022,Tacoma,Washington,United States
16958,Pedro E Torres,40,M,M,02-11-2022,Cliffside,British Columbia,Canada
16959,Carson L Foster,46,M,M,03-07-2022,Royal Oak,British Columbia,Canada
16960,Paige Gray,46,M,F,10-01-2022,Lebanon,Oregon,United States
16961,Faith Perry,40,M,F,10/30/2022,Colma,California,United States
16962,Zachary Coleman,48,M,M,1/19/2023,Fremont,California,United States
16963,Faith S Hughes,43,M,F,04-02-2022,Mill Valley,California,United States
16964,Gavin Wood,48,M,M,02-01-2022,Langford,British Columbia,Canada
16965,Kristi D Romero,49,S,F,3/18/2022,Chula Vista,California,United States
16966,Amanda S Diaz,50,M,F,12/17/2022,Lincoln Acres,California,United States
16967,Noah Hernandez,47,S,M,11-10-2022,Oregon City,Oregon,United States
16968,Ian Griffin,47,S,M,11/18/2022,San Diego,California,United States
16969,Jackson Turner,47,M,M,11/17/2022,Santa Monica,California,United States
16970,Katherine Foster,44,S,F,04-12-2022,Redmond,Washington,United States
16971,Alexia L Bryant,50,S,F,6/25/2022,Issaquah,Washington,United States
16972,Lucas Hernandez,39,S,M,04-12-2022,Lake Oswego,Oregon,United States
16973,Katherine Collins,50,S,F,4/16/2022,Bellflower,California,United States
16974,Paige Rivera,44,S,F,04-09-2022,Burien,Washington,United States
16975,Benjamin Lee,51,M,M,09-06-2022,Salem,Oregon,United States
16976,Sandra A Xu,51,S,F,3/31/2022,Berkeley,California,United States
16977,Noah B Adams,51,S,M,05-08-2022,El Cajon,California,United States
16978,Jeremy Rivera,51,M,M,03-12-2022,Tacoma,Washington,United States
16979,Kaitlyn J Rogers,51,S,F,11/13/2022,Lincoln Acres,California,United States
16980,Jill Moore,51,M,F,04-11-2022,Tacoma,Washington,United States
16981,Hunter Simmons,48,M,M,11/17/2022,Lake Oswego,Oregon,United States
16982,Jillian Lopez,43,M,F,1/28/2022,Beverly Hills,California,United States
16983,Gabriel L Collins,48,M,M,11/23/2022,Woodland Hills,California,United States
16984,Rodney I Moreno,47,S,M,5/15/2022,Concord,California,United States
16985,Adam Li,46,S,M,8/25/2022,Oregon City,Oregon,United States
16986,Sara A Adams,52,S,F,07-03-2022,Milwaukie,Oregon,United States
16987,Miguel D Clark,52,S,M,8/13/2022,Port Hammond,British Columbia,Canada
16988,Brian R Bailey,47,S,M,12-01-2022,Oakland,California,United States
16989,Emma Richardson,46,S,F,11/26/2022,Everett,Washington,United States
16990,Zachary Griffin,52,M,M,6/27/2022,San Diego,California,United States
16991,Brianna C Henderson,53,S,F,3/21/2022,Edmonds,Washington,United States
16992,Lucas Watson,42,S,M,3/31/2022,Chula Vista,California,United States
16993,Russell A Rai,47,M,M,6/25/2022,Beaverton,Oregon,United States
16994,Deanna E Torres,53,S,F,8/31/2022,Concord,California,United States
16995,Taylor J Hall,53,S,F,06-11-2022,Shawnee,British Columbia,Canada
16996,Destiny M Walker,53,S,F,6/15/2022,Royal Oak,British Columbia,Canada
16997,Natalie Allen,53,S,F,5/19/2022,Santa Monica,California,United States
16998,Jennifer D Lopez,47,S,F,5/18/2022,Bremerton,Washington,United States
16999,Chloe M Kelly,48,S,F,05-12-2022,West Covina,California,United States
17000,Miranda M Henderson,54,S,F,11-12-2022,Chula Vista,California,United States
17001,Ashley F Moore,54,S,F,11-07-2022,Sedro Woolley,Washington,United States
17002,Dylan Martin,48,S,M,11/18/2022,Oregon City,Oregon,United States
17003,Joanna M Dominguez,54,S,F,10/29/2022,Berkeley,California,United States
17004,Krista L Torres,43,S,F,11-01-2022,Beverly Hills,California,United States
17005,Priscilla R Anand,54,S,F,11/21/2022,Chula Vista,California,United States
17006,Hunter J Williams,54,M,M,11/22/2022,Woodburn,Oregon,United States
17007,Samuel Hayes,49,S,M,11-11-2022,Daly City,California,United States
17008,Connor Turner,49,S,M,11/15/2022,National City,California,United States
17009,Wyatt Butler,49,S,M,11-08-2022,National City,California,United States
17010,Brianna James,49,S,F,11/15/2022,San Gabriel,California,United States
17011,Sara K Hill,44,M,F,05-08-2022,Spring Valley,California,United States
17012,Joan Collins,54,M,F,5/25/2022,Lakewood,California,United States
17013,Gabriella L Mitchell,55,S,F,11/18/2022,Salem,Oregon,United States
17014,Michael Harris,49,S,M,02-11-2022,Santa Cruz,California,United States
17015,Kelly Patterson,55,S,F,05-03-2022,Tacoma,Washington,United States
17016,Hailey R Hughes,55,S,F,2/16/2022,San Francisco,California,United States
17017,Jeremiah Jones,55,M,M,11/28/2022,Puyallup,Washington,United States
17018,Mandy Guo,50,M,F,05-09-2022,Cedar Park,Texas,United States
17019,Andrea C Hall,45,M,F,11/30/2022,Beaverton,Oregon,United States
17020,Ashley J Bryant,56,M,F,05-02-2022,Edmonds,Washington,United States
17021,Nicole Reed,56,M,F,5/21/2022,La Jolla,California,United States
17022,Karen Morgan,51,M,F,5/29/2022,San Gabriel,California,United States
17023,Jeremiah B Harris,51,M,M,06-12-2022,Victoria,British Columbia,Canada
17024,Jacqueline C Diaz,56,M,F,05-09-2022,Lemon Grove,California,United States
17025,Ryan Taylor,50,S,M,7/15/2022,Haney,British Columbia,Canada
17026,Jordan Li,50,S,M,2/28/2022,Port Hammond,British Columbia,Canada
17027,Brianna Taylor,50,S,F,02-02-2022,Westminster,British Columbia,Canada
17028,Grace A Richardson,46,M,F,5/20/2022,Renton,Washington,United States
17029,Suzanne E Xu,45,M,F,5/27/2022,Burbank,California,United States
17030,Emily Russell,53,M,F,05-06-2022,Los Angeles,California,United States
17031,Grace L Thomas,57,M,F,04-09-2022,Fremont,California,United States
17032,Alexandria Flores,58,M,F,10/13/2022,Burbank,California,United States
17033,Carson Long,52,S,M,4/13/2022,Chula Vista,California,United States
17034,Lauren Clark,58,S,F,7/28/2022,Metchosin,British Columbia,Canada
17035,Jordan Flores,58,M,M,2/15/2022,Yakima,Washington,United States
17036,Savannah J Perez,52,M,F,2/20/2022,Cliffside,British Columbia,Canada
17037,Kenneth W Nath,57,M,M,09-04-2022,Cliffside,British Columbia,Canada
17038,Ernest Wang,58,S,M,11-02-2022,Coronado,California,United States
17039,Ariana Watson,59,M,F,05-06-2022,Long Beach,California,United States
17040,Adam Henderson,53,M,M,5/26/2022,Everett,Washington,United States
17041,Connor Perry,59,M,M,5/21/2022,Olympia,Washington,United States
17042,Tyler L Jackson,48,M,M,5/27/2022,Tacoma,Washington,United States
17043,Isabella K Bennett,48,M,F,05-02-2022,Marysville,Washington,United States
17044,Ana Hayes,58,M,F,9/14/2022,Renton,Washington,United States
17045,Derek Goel,42,S,M,2/19/2020,Melbourne,Victoria,Australia
17046,Preston D Sai,48,M,M,2/21/2020,Newcastle,New South Wales,Australia
17047,Kendra Rubio,42,M,F,02-02-2020,Caloundra,Queensland,Australia
17048,Natasha Gutierrez,37,S,F,2/20/2020,Darlinghurst,New South Wales,Australia
17049,Krystal Lu,48,M,F,2/27/2020,Goulburn,New South Wales,Australia
17050,Cristina C Xie,46,M,F,2/24/2020,South Melbourne,Victoria,Australia
17051,Jessie J Ortega,49,M,F,02-03-2020,Brisbane,Queensland,Australia
17052,Rafael J Nara,44,M,M,4/20/2022,Darlinghurst,New South Wales,Australia
17053,Deanna H Raman,49,M,F,5/23/2022,South Melbourne,Victoria,Australia
17054,Shawn Raje,44,M,M,5/28/2022,Newcastle,New South Wales,Australia
17055,Willie She,37,S,M,03-04-2020,Darlinghurst,New South Wales,Australia
17056,Shaun H Lal,48,S,M,3/22/2020,Lavender Bay,New South Wales,Australia
17057,Tasha T Raji,48,M,F,4/17/2022,Malabar,New South Wales,Australia
17058,Destiny Lee,50,M,F,08-12-2022,Hervey Bay,Queensland,Australia
17059,Louis J Chen,45,M,M,06-11-2022,Port Macquarie,New South Wales,Australia
17060,Gerald J Sanz,50,M,M,7/14/2022,Brisbane,Queensland,Australia
17061,Brandi Alonso,44,M,F,7/13/2022,Silverwater,New South Wales,Australia
17062,Christy Lu,49,M,F,1/29/2022,Goulburn,New South Wales,Australia
17063,Jaclyn M Wang,51,M,F,2/21/2022,Silverwater,New South Wales,Australia
17064,Stephanie Gray,45,M,F,3/14/2020,Port Macquarie,New South Wales,Australia
17065,Cedric R Chen,40,M,M,03-06-2020,Gold Coast,Queensland,Australia
17066,Lori Serrano,52,M,F,08-05-2022,Rockhampton,Queensland,Australia
17067,Adrienne L Alvarez,47,S,F,8/26/2022,Sunbury,Victoria,Australia
17068,Thomas Smith,49,S,M,6/29/2022,Hervey Bay,Queensland,Australia
17069,Christy Zheng,43,S,F,03-12-2020,Port Macquarie,New South Wales,Australia
17070,Margaret H Huang,43,M,F,02-12-2022,Sydney,New South Wales,Australia
17071,Tammy K Raji,52,S,F,03-02-2020,North Sydney,New South Wales,Australia
17072,Kaitlin M Kapoor,53,M,F,10/21/2022,Lavender Bay,New South Wales,Australia
17073,Jonathon N Carlson,53,M,M,08-03-2022,Hobart,Tasmania,Australia
17074,Ruben M Malhotra,53,M,M,1/30/2022,Seaford,Victoria,Australia
17075,Aimee Guo,53,M,F,8/18/2022,Coffs Harbour,New South Wales,Australia
17076,Neil L Serrano,48,M,M,08-10-2022,Cranbourne,Victoria,Australia
17077,Ronald M Raman,54,S,M,03-02-2022,Lane Cove,New South Wales,Australia
17078,Jenny J Zhu,54,S,F,02-04-2022,Darlinghurst,New South Wales,Australia
17079,Tracy K Rai,54,S,F,3/22/2020,Sunbury,Victoria,Australia
17080,Katelyn W Peterson,39,S,F,1/26/2021,Versailles,Yveline,France
17081,Jennifer J Murphy,38,S,F,07-07-2022,Lille,Nord,France
17082,Morgan W Smith,43,S,F,8/18/2021,Hamburg,Hamburg,Germany
17083,Priscilla N Raje,37,S,F,3/27/2022,Paderborn,Hamburg,Germany
17084,Byron G Serrano,36,S,M,10-08-2022,Lille,Nord,France
17085,Edwin A Deng,43,M,M,6/13/2021,Stoke-on-Trent,England,United Kingdom
17086,Xavier Anderson,44,S,M,8/14/2021,Bottrop,Nordrhein-Westfalen,Germany
17087,Jésus Dominguez,45,M,M,7/20/2022,London,England,United Kingdom
17088,Wayne V Yuan,45,S,M,7/20/2022,Paris,Seine (Paris),France
17089,Crystal C Zhu,45,M,F,06-08-2022,Hamburg,Hamburg,Germany
17090,Leslie Alvarez,45,S,F,10/15/2022,Bonn,Nordrhein-Westfalen,Germany
17205,Lisa J Wang,61,S,F,9/16/2022,Wokingham,England,United Kingdom
17091,Tammy L Patel,45,M,F,12/19/2022,Duesseldorf,Hessen,Germany
17092,Devon Beck,43,M,M,02-09-2022,Berlin,Nordrhein-Westfalen,Germany
17093,Seth Sanchez,44,M,M,8/21/2021,Paderborn,Nordrhein-Westfalen,Germany
17094,Julio E Dominguez,44,S,M,6/22/2021,London,England,United Kingdom
17095,Logan D Garcia,45,S,M,01-03-2021,Versailles,Yveline,France
17096,Samantha S Bennett,45,M,F,8/24/2021,Hof,Bayern,Germany
17097,Deanna D Kapoor,45,S,F,06-05-2021,Watford,England,United Kingdom
17098,Willie Shan,45,S,M,06-05-2021,Wokingham,England,United Kingdom
17099,Joel A Fernandez,44,S,M,2/22/2021,Sèvres,Hauts de Seine,France
17100,Vincent M Wang,45,S,M,9/23/2022,Paderborn,Hamburg,Germany
17101,Shannon L Gutierrez,45,S,M,3/19/2022,London,England,United Kingdom
17102,Andres B Goel,45,S,M,03-12-2022,Sulzbach Taunus,Saarland,Germany
17103,Franklin D Xu,45,M,M,8/13/2021,Berlin,Hamburg,Germany
17104,Clifford Rodriguez,40,S,M,3/29/2022,München,Nordrhein-Westfalen,Germany
17105,Madison Walker,45,S,F,02-09-2022,Runcorn,England,United Kingdom
17106,Gina Jiménez,46,S,F,10-03-2022,Pantin,Seine Saint Denis,France
17107,Priscilla L Yuan,46,S,F,8/24/2021,Werne,Nordrhein-Westfalen,Germany
17108,Susan Xu,46,S,F,09-04-2022,Verrieres Le Buisson,Essonne,France
17109,Sydney L Wilson,46,S,F,3/28/2021,Versailles,Yveline,France
17110,Meredith Garcia,46,S,F,3/31/2022,Oxon,England,United Kingdom
17111,Jenny B Chande,47,M,F,2/23/2022,Berlin,Hessen,Germany
17112,Janet P Jimenez,47,M,F,7/18/2022,Gateshead,England,United Kingdom
17113,Clarence Pal,46,S,M,8/19/2022,Offenbach,Saarland,Germany
17114,Jarrod S Mehta,40,S,M,8/21/2021,Sulzbach Taunus,Saarland,Germany
17115,Karen E Xu,46,M,F,6/27/2021,Esher-Molesey,England,United Kingdom
17116,Alison J Nath,37,S,F,07-10-2022,Cliffside,British Columbia,Canada
17117,Lydia Prasad,43,M,F,11-09-2022,Colma,California,United States
17118,Sara Blue,43,S,F,5/23/2022,Bremerton,Washington,United States
17119,Isabella Harris,42,S,F,2/24/2022,Shawnee,British Columbia,Canada
17120,Michele E Raje,51,S,F,5/22/2022,Clay,New York,United States
17121,Lucas Bryant,45,S,M,5/28/2022,Seattle,Washington,United States
